TestName,Tool,Group,Pass,ExitCode,Tags,InputBytes,AllowedTimeout,TimeUser,TimeSystem,TimeWall,RamUsageMiB
regress-synth_case4_iv,circt_verilog_extended,imported,True,0,ivtest,1179,30,0.015706,0.029664,0.033056,22.75
regress-vlg_sdf4_iv,circt_verilog_extended,imported,False,1,ivtest,529,30,0.00825,0.030406,0.026195,16.625
regress-vlg_br_gh497c_iv,circt_verilog_extended,imported,True,0,ivtest,877,30,0.014248,0.029238,0.032105,23.625
regress-vlg_attrib06_operator_suffix_iv,circt_verilog_extended,imported,True,0,ivtest,540,30,0.013713,0.031972,0.032165,22.75
regress-vlg_function311B_iv,circt_verilog_extended,imported,True,0,ivtest,1618,30,0.017697,0.026568,0.032359,22.75
regress-vlg_always314B_iv,circt_verilog_extended,imported,True,0,ivtest,1436,30,0.012937,0.032266,0.031902,22.75
regress-vlg_stask_parm2_iv,circt_verilog_extended,imported,True,0,ivtest,1200,30,0.015765,0.02774,0.031073,22.75
regress-vlg_sdf2_iv,circt_verilog_extended,imported,False,1,ivtest,619,30,0.011076,0.028013,0.026347,16.625
regress-vlg_br965_iv,circt_verilog_extended,imported,True,0,ivtest,356,30,0.01772,0.029262,0.033229,21.875
regress-sv_sv_port_default6_iv,circt_verilog_extended,imported,True,0,ivtest,1658,30,0.021946,0.028322,0.036317,23.625
regress-synth_synth_if_no_else_iv,circt_verilog_extended,imported,True,0,ivtest,656,30,0.022617,0.026217,0.035073,21.875
regress-vlg_pr1587669_iv,circt_verilog_extended,imported,False,1,ivtest,949,30,0.008752,0.028338,0.026028,17.5
regress-vlg_signed_equality_iv,circt_verilog_extended,imported,True,0,ivtest,1054,30,0.016736,0.026534,0.030694,22.75
regress-vlg_pr1664684_iv,circt_verilog_extended,imported,True,0,ivtest,539,30,0.014078,0.037071,0.034729,22.75
regress-vlg_task_inpad_iv,circt_verilog_extended,imported,True,0,ivtest,1357,30,0.012082,0.032699,0.03212,21.875
regress-sv_sv_class_static_prop2_iv,circt_verilog_extended,imported,True,0,ivtest,547,30,0.01103,0.036783,0.033464,23.625
regress-vlg_param_tern_iv,circt_verilog_extended,imported,True,0,ivtest,1808,30,0.011953,0.030931,0.03032,22.75
regress-vlg_pr2994193_iv,circt_verilog_extended,imported,True,0,ivtest,1955,30,0.011288,0.033004,0.03299,23.625
regress-sv_mod_inst_pkg_iv,circt_verilog_extended,imported,True,0,ivtest,1539,30,0.009369,0.03206,0.028983,21.875
regress-vlg_pr445_iv,circt_verilog_extended,imported,True,0,ivtest,112,30,0.01701,0.022864,0.028367,22.75
regress-vlg_undef_lval_select4b_iv,circt_verilog_extended,imported,True,1,ivtest,143,30,0.013168,0.023971,0.0243,14.0
regress-vlg_casex39C_iv,circt_verilog_extended,imported,True,0,ivtest,1675,30,0.010425,0.035177,0.032948,23.625
regress-vlg_pr2233180c_iv,circt_verilog_extended,imported,True,0,ivtest,2862,30,0.018669,0.027425,0.034316,22.75
regress-vlg_pr772_iv,circt_verilog_extended,imported,True,0,ivtest,493,30,0.01765,0.027081,0.032517,22.75
regress-sv_sv_array_cassign5_iv,circt_verilog_extended,imported,True,0,ivtest,313,30,0.011508,0.030004,0.029169,22.75
regress-sv_br_gh782a_iv,circt_verilog_extended,imported,True,0,ivtest,647,30,0.015056,0.028594,0.031269,22.75
regress-sv_br_ml20181012b_iv,circt_verilog_extended,imported,True,1,ivtest,43,30,0.006101,0.027377,0.022158,14.0
regress-vlg_pr2248925_iv,circt_verilog_extended,imported,True,0,ivtest,103,30,0.017617,0.02488,0.030211,22.75
regress-vlg_pr1522570_iv,circt_verilog_extended,imported,True,0,ivtest,508,30,0.017016,0.026933,0.032419,22.75
regress-vlg_unary_not_iv,circt_verilog_extended,imported,True,0,ivtest,1337,30,0.010242,0.035264,0.032516,22.75
regress-vlg_talu_iv,circt_verilog_extended,imported,True,0,ivtest,3144,30,0.023254,0.029195,0.038573,21.875
regress-sv_clkgen_logic_iv,circt_verilog_extended,imported,True,0,ivtest,625,30,0.015628,0.029836,0.030117,22.75
regress-vlg_bitwidth_iv,circt_verilog_extended,imported,True,0,ivtest,1258,30,0.011854,0.032941,0.032164,22.75
regress-vlg_array5_iv,circt_verilog_extended,imported,True,1,ivtest,366,30,0.012779,0.022662,0.023153,14.0
regress-sv_program3_iv,circt_verilog_extended,imported,False,1,ivtest,643,30,0.010858,0.027372,0.025684,16.625
regress-vlg_br_gh621_iv,circt_verilog_extended,imported,True,0,ivtest,1169,30,0.022768,0.029847,0.038846,21.875
regress-sv_sv_var_module_input1_iv,circt_verilog_extended,imported,True,0,ivtest,1007,30,0.024104,0.026523,0.034919,22.75
regress-sv_sv_wildcard_import1_iv,circt_verilog_extended,imported,True,0,ivtest,507,30,0.021273,0.031162,0.035884,23.625
regress-sv_sv_class_method_signed2_iv,circt_verilog_extended,imported,True,0,ivtest,520,30,0.012411,0.035412,0.033951,22.75
regress-vlg_powca_iv,circt_verilog_extended,imported,True,0,ivtest,3133,30,0.018038,0.028679,0.035496,23.625
regress-sv_sv_type_param3_iv,circt_verilog_extended,imported,True,0,ivtest,486,30,0.013854,0.031807,0.032675,22.75
regress-sv_edge_iv,circt_verilog_extended,imported,True,0,ivtest,1905,30,0.021138,0.023843,0.033317,22.75
regress-vlg_br_gh127d_iv,circt_verilog_extended,imported,True,0,ivtest,681,30,0.017653,0.028138,0.03406,22.75
regress-vlg_pr3011327_iv,circt_verilog_extended,imported,True,0,ivtest,883,30,0.01556,0.027847,0.032672,23.625
regress-vlg_array_lval_select4a_iv,circt_verilog_extended,imported,True,0,ivtest,2827,30,0.01518,0.031756,0.034028,23.625
regress-vlg_pr1705027_iv,circt_verilog_extended,imported,True,0,ivtest,92,30,0.012264,0.031301,0.030507,21.875
regress-sv_sv_cast_string_iv,circt_verilog_extended,imported,True,0,ivtest,1543,30,0.013992,0.031935,0.033627,23.625
regress-sv_uint_test_iv,circt_verilog_extended,imported,True,0,ivtest,11930,30,0.0475,0.04028,0.066105,22.75
regress-vlg_readmemb1_iv,circt_verilog_extended,imported,True,0,ivtest,1411,30,0.012696,0.035597,0.035118,23.625
regress-sv_br1003d_iv,circt_verilog_extended,imported,True,0,ivtest,478,30,0.013314,0.030735,0.031792,21.875
regress-sv_size_cast4_iv,circt_verilog_extended,imported,True,0,ivtest,1535,30,0.015,0.029725,0.033239,22.75
regress-vlg_ptest003_iv,circt_verilog_extended,imported,True,0,ivtest,1079,30,0.012859,0.028498,0.030427,23.625
regress-vlg_ldelay2_iv,circt_verilog_extended,imported,True,0,ivtest,1333,30,0.012852,0.031508,0.032277,22.75
regress-synth_pr519_iv,circt_verilog_extended,imported,True,0,ivtest,1375,30,0.012131,0.032454,0.032526,23.625
regress-sv_pv_wr_vec2_nb_ec_iv,circt_verilog_extended,imported,True,0,ivtest,1895,30,0.030654,0.037795,0.049873,25.375
regress-vlg_array_lval_select3b_iv,circt_verilog_extended,imported,True,1,ivtest,278,30,0.006499,0.027464,0.022269,14.0
regress-sv_union_packed_queue_fail_iv,circt_verilog_extended,imported,True,1,ivtest,190,30,0.008209,0.027073,0.023509,14.0
regress-vlg_ga_mod2_iv,circt_verilog_extended,imported,True,0,ivtest,1590,30,0.012172,0.035554,0.034176,22.75
regress-sv_pr3462145_iv,circt_verilog_extended,imported,True,0,ivtest,224,30,0.014819,0.029015,0.032157,22.75
regress-sv_br_gh281b_iv,circt_verilog_extended,imported,True,0,ivtest,476,30,0.014701,0.030043,0.031822,22.75
regress-sv_enum_compatibility_fail7_iv,circt_verilog_extended,imported,True,1,ivtest,328,30,0.007952,0.028358,0.024194,13.125
regress-vlg_delay_assign_nb_iv,circt_verilog_extended,imported,True,0,ivtest,1585,30,0.009601,0.033032,0.030929,22.75
regress-sv_sv_array_cassign_fail1_iv,circt_verilog_extended,imported,True,1,ivtest,233,30,0.012402,0.023949,0.023866,13.125
regress-vlg_pr1676836_iv,circt_verilog_extended,imported,True,0,ivtest,317,30,0.012401,0.02798,0.028965,22.75
regress-vlg_pr1515168_iv,circt_verilog_extended,imported,True,0,ivtest,364,30,0.00697,0.033807,0.029921,22.75
regress-vlg_deassign34A_iv,circt_verilog_extended,imported,True,0,ivtest,2121,30,0.015584,0.029437,0.033069,23.625
regress-sv_sv_class_new_typed_fail4_iv,circt_verilog_extended,imported,True,1,ivtest,291,30,0.011611,0.02182,0.022295,14.0
regress-sv_sv_class6_iv,circt_verilog_extended,imported,True,0,ivtest,818,30,0.013161,0.035868,0.035324,23.625
regress-vlg_sdf_del_typ_iv,circt_verilog_extended,imported,False,1,ivtest,753,30,0.007369,0.029093,0.025621,17.5
regress-vlg_pr1946411_iv,circt_verilog_extended,imported,True,0,ivtest,205,30,0.014238,0.027709,0.031373,22.75
regress-vlg_pr2849783_iv,circt_verilog_extended,imported,True,0,ivtest,722,30,0.020616,0.026972,0.034986,23.625
regress-sv_sv_queue_method_signed2_iv,circt_verilog_extended,imported,True,0,ivtest,744,30,0.012883,0.029206,0.030453,22.75
regress-sv_sv_ap_parray1_iv,circt_verilog_extended,imported,True,0,ivtest,466,30,0.013849,0.028108,0.031153,23.625
regress-vlg_module_output_port_var1_iv,circt_verilog_extended,imported,True,0,ivtest,336,30,0.012931,0.031469,0.031624,22.75
regress-vlg_pr1565699b_iv,circt_verilog_extended,imported,True,0,ivtest,745,30,0.017589,0.03058,0.033863,22.75
regress-vlg_pr699_iv,circt_verilog_extended,imported,True,0,ivtest,509,30,0.014247,0.026815,0.029664,22.75
regress-vlg_casex39E_iv,circt_verilog_extended,imported,True,0,ivtest,1721,30,0.015107,0.029691,0.032561,23.625
regress-vlg_pr3054101g_iv,circt_verilog_extended,imported,True,0,ivtest,6741,30,0.029139,0.027383,0.044329,22.75
regress-vlg_pr1795005b_iv,circt_verilog_extended,imported,True,0,ivtest,410,30,0.012841,0.030652,0.03132,21.875
regress-sv_sv_class_method_default2_iv,circt_verilog_extended,imported,True,0,ivtest,966,30,0.021797,0.033166,0.040728,23.625
regress-vlg_task_nonansi_time1_iv,circt_verilog_extended,imported,True,0,ivtest,369,30,0.00922,0.032181,0.029759,21.875
regress-vlg_array_lval_select4b_iv,circt_verilog_extended,imported,True,1,ivtest,277,30,0.014809,0.020983,0.023363,13.125
regress-vlg_task_nonansi_fail6_iv,circt_verilog_extended,imported,True,1,ivtest,313,30,0.015648,0.019428,0.023934,14.0
regress-sv_enum_compatibility1_iv,circt_verilog_extended,imported,True,0,ivtest,381,30,0.009436,0.032563,0.029038,22.75
regress-sv_implicit_cast11_iv,circt_verilog_extended,imported,True,0,ivtest,7206,30,0.037366,0.035277,0.058615,22.75
regress-sv_sv_typedef_fwd_enum_fail_iv,circt_verilog_extended,imported,True,1,ivtest,169,30,0.011959,0.024424,0.023991,14.0
regress-sv_implicit_cast8_iv,circt_verilog_extended,imported,True,0,ivtest,7647,30,0.040065,0.033898,0.05317,23.625
regress-vlg_pr1701921_iv,circt_verilog_extended,imported,True,0,ivtest,429,30,0.012094,0.032451,0.031955,22.75
regress-vlg_check_constant_15_iv,circt_verilog_extended,imported,True,1,ivtest,264,30,0.00724,0.028415,0.023958,14.0
regress-sv_generate_timeunit_iv,circt_verilog_extended,imported,True,1,ivtest,235,30,0.008841,0.028484,0.02462,14.0
regress-vlg_pr2014673_iv,circt_verilog_extended,imported,True,0,ivtest,782,30,0.014891,0.028293,0.031469,22.75
regress-vlg_pr1702593_iv,circt_verilog_extended,imported,True,0,ivtest,145,30,0.014647,0.029034,0.031162,23.625
regress-vlg_pr1978358d_iv,circt_verilog_extended,imported,True,0,ivtest,943,30,0.014072,0.026598,0.029592,22.75
regress-vlg_pr1101_iv,circt_verilog_extended,imported,True,0,ivtest,467,30,0.017677,0.024677,0.030169,23.625
regress-vlg_comp1001_fail3_iv,circt_verilog_extended,imported,True,0,ivtest,1135,30,0.012356,0.030397,0.030629,22.75
regress-vlg_pr617_iv,circt_verilog_extended,imported,True,0,ivtest,978,30,0.013919,0.02815,0.030405,22.75
regress-sv_br917b_iv,circt_verilog_extended,imported,True,0,ivtest,770,30,0.014163,0.033135,0.035138,22.75
regress-vlg_br_gh1225b_iv,circt_verilog_extended,imported,True,1,ivtest,370,30,0.015102,0.023667,0.02512,14.0
regress-vlg_recursive_task_iv,circt_verilog_extended,imported,True,0,ivtest,537,30,0.015065,0.034782,0.034507,21.875
regress-vlg_pr2395378a_iv,circt_verilog_extended,imported,True,1,ivtest,63,30,0.006535,0.029777,0.023693,14.0
regress-sv_br_gh568_iv,circt_verilog_extended,imported,True,0,ivtest,331,30,0.010993,0.032773,0.03225,23.625
regress-vlg_defparam2_iv,circt_verilog_extended,imported,True,0,ivtest,1001,30,0.023217,0.03238,0.033769,22.75
regress-vlg_string3_iv,circt_verilog_extended,imported,True,0,ivtest,1188,30,0.017467,0.025654,0.030673,22.75
regress-vlg_pr2929913_iv,circt_verilog_extended,imported,True,0,ivtest,280,30,0.009364,0.033209,0.030009,21.875
regress-vlg_pr995_iv,circt_verilog_extended,imported,True,0,ivtest,1058,30,0.013578,0.032529,0.034242,24.5
regress-vlg_pr2166311_iv,circt_verilog_extended,imported,True,0,ivtest,2482,30,0.017087,0.02584,0.032167,22.75
regress-vlg_check_constant_9_iv,circt_verilog_extended,imported,True,1,ivtest,264,30,0.01221,0.023795,0.024434,13.125
regress-sv_br_gh167a_iv,circt_verilog_extended,imported,True,0,ivtest,227,30,0.01668,0.030465,0.032843,21.875
regress-vlg_pr1780480_iv,circt_verilog_extended,imported,True,0,ivtest,381,30,0.021526,0.026692,0.033938,21.875
regress-vlg_pr1690058_iv,circt_verilog_extended,imported,True,0,ivtest,217,30,0.012018,0.027995,0.027935,22.75
regress-sv_sv_queue_function2_iv,circt_verilog_extended,imported,True,0,ivtest,413,30,0.015124,0.029999,0.031712,22.75
regress-sv_enum_base_atom2_iv,circt_verilog_extended,imported,True,0,ivtest,437,30,0.010957,0.032131,0.031939,22.75
regress-sv_sv_port_default8_iv,circt_verilog_extended,imported,True,0,ivtest,1810,30,0.020159,0.031304,0.036791,22.75
regress-vlg_trior_iv,circt_verilog_extended,imported,True,0,ivtest,1551,30,0.016791,0.027502,0.032526,23.625
regress-vlg_tri0b_iv,circt_verilog_extended,imported,True,0,ivtest,1601,30,0.023115,0.018983,0.030725,22.75
regress-sv_sv_array_cassign_fail2_iv,circt_verilog_extended,imported,True,1,ivtest,240,30,0.008453,0.02901,0.024252,13.125
regress-vlg_pr2076391_iv,circt_verilog_extended,imported,True,0,ivtest,369,30,0.017466,0.026049,0.031381,22.75
regress-vlg_module_nonansi_time1_iv,circt_verilog_extended,imported,True,0,ivtest,352,30,0.012282,0.029902,0.029373,22.75
regress-sv_br973_iv,circt_verilog_extended,imported,True,0,ivtest,328,30,0.015401,0.026264,0.029531,22.75
regress-vlg_module_nonansi_fail13_iv,circt_verilog_extended,imported,True,1,ivtest,200,30,0.01081,0.026266,0.025176,13.125
regress-vlg_wait2_iv,circt_verilog_extended,imported,True,0,ivtest,1372,30,0.015265,0.027498,0.03068,22.75
regress-sv_first_last_num_iv,circt_verilog_extended,imported,True,0,ivtest,694,30,0.015248,0.02737,0.030613,22.75
regress-vlg_pr2146620b_iv,circt_verilog_extended,imported,True,0,ivtest,199,30,0.012646,0.029926,0.030468,23.625
regress-vlg_pr585_iv,circt_verilog_extended,imported,True,0,ivtest,391,30,0.010566,0.029495,0.028816,22.75
regress-sv_sv_ps_function_fail1_iv,circt_verilog_extended,imported,True,1,ivtest,267,30,0.009165,0.027791,0.024398,14.0
regress-vlg_br1029b_iv,circt_verilog_extended,imported,True,0,ivtest,1262,30,0.02709,0.025511,0.039216,22.75
regress-vlg_pr2053944_iv,circt_verilog_extended,imported,True,0,ivtest,316,30,0.014514,0.032095,0.032254,22.75
regress-sv_sv_wildcard_import7_iv,circt_verilog_extended,imported,True,0,ivtest,530,30,0.018892,0.031408,0.034776,22.75
regress-sv_sv_darray_assign1_iv,circt_verilog_extended,imported,True,0,ivtest,589,30,0.014921,0.025631,0.028456,22.75
regress-vlg_sdw_always3_iv,circt_verilog_extended,imported,True,0,ivtest,3185,30,0.017936,0.030264,0.036514,23.625
regress-vlg_pr2428890_iv,circt_verilog_extended,imported,True,0,ivtest,708,30,0.017593,0.027967,0.032045,21.875
regress-sv_sv_typedef_nested_array_iv,circt_verilog_extended,imported,True,0,ivtest,826,30,0.013453,0.030848,0.032324,22.75
regress-vlg_br_gh567_iv,circt_verilog_extended,imported,True,0,ivtest,337,30,0.015227,0.027879,0.030951,23.625
regress-vlg_pr1776485_iv,circt_verilog_extended,imported,True,0,ivtest,639,30,0.018789,0.026721,0.032631,22.75
regress-sv_br_gh1222_iv,circt_verilog_extended,imported,True,1,ivtest,997,30,0.012575,0.023607,0.023788,14.0
regress-vlg_attrib04_net_var_iv,circt_verilog_extended,imported,True,0,ivtest,585,30,0.019676,0.024138,0.031599,22.75
regress-vlg_powproc_iv,circt_verilog_extended,imported,True,0,ivtest,2593,30,0.019884,0.027866,0.036745,23.625
regress-sv_sv_ps_function_fail3_iv,circt_verilog_extended,imported,True,1,ivtest,279,30,0.008236,0.029393,0.025623,14.0
regress-sv_sv_end_labels_bad_iv,circt_verilog_extended,imported,True,1,ivtest,332,30,0.010233,0.026669,0.024971,14.0
regress-sv_sv_class13_iv,circt_verilog_extended,imported,True,0,ivtest,1225,30,0.0157,0.033579,0.034524,23.625
regress-vlg_pr1822658_iv,circt_verilog_extended,imported,True,0,ivtest,137,30,0.01136,0.030429,0.029236,22.75
regress-vlg_pr2146620c_iv,circt_verilog_extended,imported,True,0,ivtest,324,30,0.017756,0.024498,0.030148,22.75
regress-vlg_urand_r2_iv,circt_verilog_extended,imported,True,0,ivtest,205,30,0.016943,0.029357,0.032068,22.75
regress-vlg_array_select_a_iv,circt_verilog_extended,imported,True,0,ivtest,4401,30,0.033129,0.024653,0.046487,24.5
regress-vlg_pr2358264_iv,circt_verilog_extended,imported,True,0,ivtest,624,30,0.01736,0.024131,0.0307,22.75
regress-sv_ibit_test_iv,circt_verilog_extended,imported,True,0,ivtest,2728,30,0.024044,0.027545,0.034871,23.625
regress-sv_sv_queue_method_signed1_iv,circt_verilog_extended,imported,True,0,ivtest,2267,30,0.025129,0.033503,0.045876,24.5
regress-vlg_pr2453002_iv,circt_verilog_extended,imported,True,0,ivtest,842,30,0.019043,0.025319,0.03258,23.625
regress-vlg_pr487_iv,circt_verilog_extended,imported,True,0,ivtest,339,30,0.013671,0.029171,0.030902,22.75
regress-vlg_sscanf_z_iv,circt_verilog_extended,imported,True,0,ivtest,452,30,0.01857,0.030622,0.035746,24.5
regress-vlg_task314C_iv,circt_verilog_extended,imported,True,0,ivtest,1463,30,0.01428,0.027794,0.030219,22.75
regress-vlg_pv_wr_vec4_iv,circt_verilog_extended,imported,True,0,ivtest,1680,30,0.018369,0.030283,0.038117,23.625
regress-vlg_pr3064511_iv,circt_verilog_extended,imported,True,0,ivtest,517,30,0.018103,0.024528,0.030041,22.75
regress-vlg_shift_pad_iv,circt_verilog_extended,imported,True,0,ivtest,1234,30,0.009304,0.033632,0.031214,22.75
regress-vlg_pr2395378c_iv,circt_verilog_extended,imported,True,1,ivtest,63,30,0.00856,0.027847,0.024005,14.0
regress-vlg_pr1603313_iv,circt_verilog_extended,imported,True,0,ivtest,1485,30,0.018112,0.031486,0.035047,22.75
regress-vlg_porttest4a_iv,circt_verilog_extended,imported,True,1,ivtest,378,30,0.0064,0.032394,0.025722,14.0
regress-vlg_task314B_iv,circt_verilog_extended,imported,True,0,ivtest,1174,30,0.017337,0.02789,0.031823,22.75
regress-vlg_br_gh277a_iv,circt_verilog_extended,imported,True,0,ivtest,350,30,0.017704,0.028621,0.031385,22.75
regress-vlg_scope2_iv,circt_verilog_extended,imported,True,0,ivtest,1552,30,0.011904,0.032248,0.032334,21.875
regress-vlg_br_gh9_iv,circt_verilog_extended,imported,True,0,ivtest,593,30,0.010292,0.033371,0.032004,23.625
regress-sv_sv_class_compat1_iv,circt_verilog_extended,imported,True,0,ivtest,354,30,0.014441,0.033235,0.033578,22.75
regress-vlg_pr2201909b_iv,circt_verilog_extended,imported,True,0,ivtest,448,30,0.008186,0.031991,0.028924,23.625
regress-sv_sv_cast_packed_struct_iv,circt_verilog_extended,imported,True,0,ivtest,2395,30,0.013943,0.032035,0.033623,23.625
regress-vlg_test_bufif0_iv,circt_verilog_extended,imported,False,1,ivtest,3843,30,0.006359,0.032595,0.026731,16.625
regress-sv_assign_op_after_cmp2_iv,circt_verilog_extended,imported,True,0,ivtest,498,30,0.013857,0.029794,0.031424,22.75
regress-sv_enum_compatibility_fail8_iv,circt_verilog_extended,imported,True,1,ivtest,325,30,0.011083,0.024856,0.024368,14.0
regress-vlg_always314G_iv,circt_verilog_extended,imported,True,0,ivtest,1099,30,0.012045,0.030616,0.030384,22.75
regress-vlg_lh_varindx_iv,circt_verilog_extended,imported,True,0,ivtest,1419,30,0.020023,0.026935,0.034602,23.625
regress-vlg_pr2039632_iv,circt_verilog_extended,imported,True,1,ivtest,613,30,0.006817,0.030676,0.024643,14.0
regress-sv_enum_value_expr_iv,circt_verilog_extended,imported,True,0,ivtest,850,30,0.014628,0.027661,0.031461,22.75
regress-vlg_br_gh283a_iv,circt_verilog_extended,imported,True,0,ivtest,364,30,0.012851,0.032235,0.032238,22.75
regress-vlg_pr1879226_iv,circt_verilog_extended,imported,True,0,ivtest,833,30,0.015841,0.02668,0.031347,23.625
regress-vlg_ifdef1_iv,circt_verilog_extended,imported,True,0,ivtest,1129,30,0.013977,0.03045,0.032059,22.75
regress-sv_assign_op_real_array_iv,circt_verilog_extended,imported,True,0,ivtest,575,30,0.016672,0.027202,0.032198,23.625
regress-sv_pv_wr_vec2_nb_iv,circt_verilog_extended,imported,True,0,ivtest,1788,30,0.024799,0.030523,0.043951,22.75
regress-vlg_pr2974051_iv,circt_verilog_extended,imported,True,0,ivtest,903,30,0.01559,0.029334,0.033948,23.625
regress-sv_sv_typedef_scope3_iv,circt_verilog_extended,imported,True,0,ivtest,520,30,0.015941,0.030181,0.031542,23.625
regress-vlg_time7_iv,circt_verilog_extended,imported,True,0,ivtest,2564,30,0.015894,0.032361,0.036311,23.625
regress-sv_parameter_scalar_iv,circt_verilog_extended,imported,True,0,ivtest,507,30,0.010404,0.0327,0.031277,22.75
regress-sv_named_fork_fail_iv,circt_verilog_extended,imported,True,1,ivtest,95,30,0.01168,0.023201,0.022646,14.0
regress-vlg_constfunc13_iv,circt_verilog_extended,imported,True,0,ivtest,2488,30,0.016603,0.033835,0.033081,21.875
regress-vlg_prng_iv,circt_verilog_extended,imported,True,0,ivtest,839,30,0.017478,0.03085,0.035677,23.625
regress-vlg_always3111A_iv,circt_verilog_extended,imported,True,0,ivtest,1423,30,0.010371,0.033985,0.032604,22.75
regress-fsv_br_gh567_iv,circt_verilog_extended,imported,True,0,ivtest,337,30,0.011185,0.031807,0.032144,23.625
regress-vlg_pr584_iv,circt_verilog_extended,imported,True,0,ivtest,557,30,0.008736,0.034932,0.031413,23.625
regress-vlg_pr3054101d_iv,circt_verilog_extended,imported,True,0,ivtest,8832,30,0.036176,0.025052,0.049007,23.625
regress-vlg_pr532_iv,circt_verilog_extended,imported,True,0,ivtest,2297,30,0.024812,0.034424,0.044616,21.875
regress-vlg_br947_iv,circt_verilog_extended,imported,True,0,ivtest,658,30,0.013669,0.035065,0.035341,21.875
regress-sv_task_nonansi_atom2_fail_iv,circt_verilog_extended,imported,True,1,ivtest,366,30,0.011658,0.025152,0.02467,14.0
regress-vlg_concat_zero_wid_fail2_iv,circt_verilog_extended,imported,True,0,ivtest,270,30,0.015365,0.025137,0.029344,22.75
regress-vlg_pr2425055c_iv,circt_verilog_extended,imported,True,0,ivtest,992,30,0.011759,0.033043,0.032744,22.75
regress-sv_sv_var_module_iv,circt_verilog_extended,imported,True,0,ivtest,874,30,0.014676,0.03258,0.034892,22.75
regress-vlg_ca_pow_unsigned_iv,circt_verilog_extended,imported,True,0,ivtest,1022,30,0.013002,0.031449,0.033145,23.625
regress-vlg_pr675_iv,circt_verilog_extended,imported,True,0,ivtest,314,30,0.01673,0.025859,0.030761,22.75
regress-vlg_pr2219441b_iv,circt_verilog_extended,imported,True,0,ivtest,1330,30,0.021845,0.026693,0.035165,22.75
regress-sv_wild_cmp_err_iv,circt_verilog_extended,imported,True,1,ivtest,207,30,0.00341,0.032579,0.023609,13.125
regress-sv_br_gh177b_iv,circt_verilog_extended,imported,True,0,ivtest,872,30,0.017553,0.028691,0.033145,23.625
regress-vlg_sdw_param1_iv,circt_verilog_extended,imported,True,0,ivtest,1568,30,0.013045,0.028819,0.030809,22.75
regress-vlg_contrib85_iv,circt_verilog_extended,imported,True,0,ivtest,2096,30,0.015594,0.030369,0.033872,22.75
regress-vlg_sched1_iv,circt_verilog_extended,imported,True,0,ivtest,1577,30,0.015608,0.02871,0.032223,23.625
regress-vlg_pr1948110_iv,circt_verilog_extended,imported,True,0,ivtest,711,30,0.026779,0.021168,0.0356,23.625
regress-vlg_fdisplay_fail_mcd_iv,circt_verilog_extended,imported,True,0,ivtest,133,30,0.0121,0.029605,0.029575,22.75
regress-vlg_pr3452808_iv,circt_verilog_extended,imported,False,1,ivtest,2803,30,0.009576,0.029737,0.026874,16.625
regress-sv_enum_ports_iv,circt_verilog_extended,imported,True,0,ivtest,1712,30,0.014502,0.034141,0.035326,22.75
regress-synth_casesynth5_iv,circt_verilog_extended,imported,True,0,ivtest,1123,30,0.020555,0.026583,0.033934,22.75
regress-vlg_generate_specify_iv,circt_verilog_extended,imported,True,1,ivtest,234,30,0.013421,0.022955,0.024273,14.0
regress-sv_sv_uwire2_iv,circt_verilog_extended,imported,True,0,ivtest,670,30,0.016121,0.025717,0.031146,23.625
regress-sv_sv_var_for_fail_iv,circt_verilog_extended,imported,True,1,ivtest,292,30,0.005926,0.030654,0.024762,14.0
regress-vlg_cast_int_iv,circt_verilog_extended,imported,True,0,ivtest,2337,30,0.023289,0.024884,0.036497,23.625
regress-sv_pr3390385d_iv,circt_verilog_extended,imported,True,0,ivtest,762,30,0.014618,0.027243,0.030329,22.75
regress-vlg_pr1867332_iv,circt_verilog_extended,imported,False,1,ivtest,161,30,0.009917,0.026551,0.024321,14.875
regress-sv_br884_iv,circt_verilog_extended,imported,True,0,ivtest,28567,30,0.048867,0.033397,0.070078,23.625
regress-vlg_br_gh199b_iv,circt_verilog_extended,imported,True,0,ivtest,806,30,0.014096,0.024216,0.027536,22.75
regress-vlg_param_and_iv,circt_verilog_extended,imported,True,0,ivtest,1127,30,0.017775,0.024433,0.02969,22.75
regress-vlg_rise_fall_decay2_iv,circt_verilog_extended,imported,False,1,ivtest,2287,30,0.012688,0.024905,0.025781,17.5
regress-vlg_pr1474283_iv,circt_verilog_extended,imported,True,0,ivtest,716,30,0.020853,0.026601,0.033582,22.75
regress-sv_sv_export6_iv,circt_verilog_extended,imported,True,0,ivtest,538,30,0.010323,0.035783,0.032778,21.875
regress-vlg_br_gh22_iv,circt_verilog_extended,imported,True,0,ivtest,289,30,0.013549,0.029414,0.031052,23.625
regress-synth_for_loop_synth2_iv,circt_verilog_extended,imported,True,0,ivtest,997,30,0.020341,0.030828,0.037067,21.875
regress-vlg_ifdef4_iv,circt_verilog_extended,imported,True,0,ivtest,1218,30,0.00722,0.035892,0.030179,23.625
regress-vlg_pr1948342_iv,circt_verilog_extended,imported,True,0,ivtest,608,30,0.018005,0.026965,0.033057,23.625
regress-vlg_undef_lval_select4a_iv,circt_verilog_extended,imported,True,0,ivtest,2522,30,0.01388,0.027605,0.030627,22.75
regress-vlg_qmark5_iv,circt_verilog_extended,imported,True,0,ivtest,1424,30,0.016181,0.029335,0.033569,22.75
